,User_id,First_Name,Last_Name,Address,Age,Gender,Rehabilitation,Pet_intimacy,category_name,Pet_Name,log_count,com_count,avg_loading,sum_duration,Zipcode,Country,Country_abbrev,Continent
321,322,Keven,Medhurst,"443 Larson Points
West Maye, AL 05109",65,1,1,3.5,'Maltese',Brandon,8,8,2830.94,86.1,05109, Lithuania,LT,EU
322,323,Caterina,Hackett,"757 Kunze Ranch Apt. 705
West Aileen, HI 16052",47,2,2,4.7,'German Shepherd',Justina,3,2,2710.17,56.7,16052, South Korea,KR,AS
323,324,Grady,Kuhn,"439 Stroman Haven Apt. 415
Jackieburgh, WY 72650-2850",34,1,1,3.1,'Poodle',Stephon,8,3,2357.73,162.9,72650, France,FR,EU
324,325,Rubye,Carroll,"4856 Stanton Mission Apt. 111
East Nolan, SC 53353-7747",49,1,1,8.2,'Golden Retriever',Americo,5,3,2838.62,87.9,53353, Indonesia,ID,AS
325,326,Jamey,Stamm,"82646 Denesik Isle Apt. 766
Mervinborough, NM 61413-2733",70,1,2,9.3,'Golden Retriever',Alek,9,8,2755.84,158.5,61413, United States,US,NA
326,327,Loy,Blick,"4847 Reichert Meadow
West Sophietown, ME 90654",50,1,1,9.2,'Maltese',Porter,4,4,2370.62,68.5,90654, Sweden,SE,EU
327,328,Pablo,McCullough,"12425 Will Center Apt. 442
Dollytown, NE 64740-7447",43,2,2,3.2,'Maltese',Dax,8,5,2593.02,175.1,64740, United States,US,NA
328,329,Colleen,Baumbach,"924 Juwan Cape Apt. 910
North Alba, KY 99345",84,2,2,3.7,'Maltese',Oma,4,4,2346.93,59.3,99345, United States,US,NA
329,330,Earline,Marvin,"86534 Katarina Wall
Port Eloisa, OH 93441",31,1,2,5.1,'Maltese',Dena,8,4,2331.3,98.9,93441, United States,US,NA
330,331,Joanne,Beahan,"3500 Kolby Coves
New Alvinafurt, NE 93750",68,1,2,4.7,'Maltese',Anjali,7,6,2380.6,116.5,93750, Argentina,AR,SA
331,332,Laury,Kassulke,"7135 Morissette Ferry Apt. 619
Port Lura, WA 09208",85,1,2,0.8,'German Shepherd',Wilton,7,9,2383.48,91.6,09208, Mexico,MX,NA
332,333,Jorge,Towne,"951 Gina View
Karishire, IL 30008",59,2,2,1.0,'German Shepherd',Ayana,5,5,1910.36,60.7,30008, Spain,ES,EU
333,334,Morgan,Koelpin,"295 Crystel Keys
Rolfsonview, DC 74916",29,2,1,6.1,'Shi-ba-inu',April,3,4,2106.23,61.4,74916, Canada,CA,NA
334,335,Sigrid,Zulauf,"628 Joseph Mountain Apt. 060
Ernserfort, MN 92062-1439",18,1,1,9.8,'Golden Retriever',Charlotte,7,5,2397.1,91.7,92062, Slovakia,SK,EU
335,336,Bernhard,Reilly,"8063 Dicki Underpass Suite 682
Port Elvis, CT 26904",32,1,1,4.2,'Shi-ba-inu',Karley,6,12,2286.39,95.9,26904, Germany,DE,EU
337,338,Jarod,Batz,"1404 Botsford Underpass
Leannfort, PA 71156",61,1,1,2.5,'Maltese',Ellie,5,6,2394.74,60.2,71156, Brazil,BR,SA
338,339,Syble,Boyer,"24536 Hartmann Square Suite 505
South Lunaport, WY 18250",54,1,1,3.3,'Golden Retriever',Loyce,6,5,2309.82,106.1,18250, France,FR,EU
339,340,Ken,Klocko,"320 Renee Mall
South Ottiliebury, TN 20928-7410",84,1,2,7.3,'German Shepherd',Karlee,6,8,2772.28,106.2,20928, Mexico,MX,NA
340,341,Ottilie,Stracke,"812 Wyatt Estates
Pourosview, UT 84105-5487",72,2,2,9.3,'Bulldog',Cassandre,7,7,1992.29,123.4,84105, Italy,IT,EU
341,342,Trudie,Borer,"03365 Hammes Turnpike Suite 976
Haylieville, AZ 83134",47,2,1,3.3,'Golden Retriever',Adam,4,7,3071.11,35.1,83134, Germany,DE,EU
342,343,Edwardo,Goldner,"26484 Wilkinson Knolls
East Sunnyborough, NV 53758",25,1,2,5.8,'Poodle',Woodrow,5,4,2371.04,100.6,53758, Hungary,HU,EU
343,344,Judson,Parker,"90183 Zboncak Centers
West Myrtis, KY 10135",37,1,2,1.2,'Maltese',Fredy,2,7,2257.71,57.1,10135, Croatia,HR,EU
344,345,Neil,Torphy,"0922 Stokes Drive Suite 155
South Heidistad, HI 89925-3793",64,1,2,5.4,'Maltese',Dianna,4,6,2387.03,65.0,89925, Portugal,PT,EU
345,346,Syble,Corwin,"33976 Vern Keys Apt. 814
Diamondland, AK 50560-4331",19,2,2,5.8,'Maltese',Coty,4,9,2353.35,70.0,50560, France,FR,EU
346,347,Keara,Kilback,"93055 Grady Bypass Suite 081
New Bulah, IN 75675-6957",15,1,1,9.8,'Shi-ba-inu',Corbin,1,6,2059.58,13.5,75675, Poland,PL,EU
347,348,Hallie,Zulauf,"267 Moore Greens Suite 987
South Benny, WV 83863",53,2,1,8.3,'German Shepherd',Hosea,5,6,2882.74,112.3,83863, South Africa,ZA,AF
348,349,Monserrate,Boyle,"30296 Declan Harbors
New Tyrell, SD 63150",47,2,1,3.6,'Bulldog',Xander,4,7,2602.35,59.0,63150, Germany,DE,EU
349,350,Isaac,White,"4732 Mac Port
South Edisonberg, UT 83629",55,2,1,0.6,'Bulldog',Alexandria,8,4,2260.9,115.8,83629, Germany,DE,EU
350,351,Chris,Kuphal,"32265 Germaine Land Apt. 690
Casperberg, KY 54264",72,2,1,9.4,'Bulldog',Kacie,5,5,2500.43,59.4,54264, Israel,IL,AS
351,352,Destiny,Dooley,"9950 Marietta Trail Suite 781
Blandaborough, ME 69509",30,2,1,3.1,'Poodle',Allen,4,5,2428.68,66.3,69509, Estonia,EE,EU
352,353,Gladys,Bernhard,"081 Conrad Row
Lake Kristin, PA 05707-1713",83,1,2,1.9,'German Shepherd',Christina,3,8,3526.78,51.1,05707, South Korea,KR,AS
353,354,Lera,Volkman,"499 Lind Spur
Jedstad, WV 40614",34,1,2,8.0,'Maltese',Rigoberto,7,5,2554.85,117.6,40614, Indonesia,ID,AS
354,355,Candace,Rolfson,"8324 Maggio Field Apt. 741
Davismouth, AR 06752-2757",35,2,1,6.4,'Shi-ba-inu',Dangelo,5,3,2409.98,108.8,06752, South Korea,KR,AS
355,356,Alva,Rowe,"603 Khalid Springs
Monicashire, UT 41770",25,2,2,8.6,'Poodle',German,4,3,2142.06,41.5,41770, Finland,FI,EU
356,357,Micaela,Quigley,"548 Hirthe Skyway
South Zaneburgh, OK 72122",89,2,1,9.0,'Poodle',Jasmin,1,3,1315.83,20.2,72122, United States,US,NA
357,358,Orland,Wyman,"528 Larkin Spurs
East Ahmed, GA 66988-7697",83,2,2,5.3,'German Shepherd',Shawna,9,5,2442.18,121.0,66988, Argentina,AR,SA
358,359,Mozell,Heidenreich,"3820 Genesis Prairie Suite 052
Malvinamouth, SD 39100-3933",69,2,2,9.9,'German Shepherd',Justyn,5,3,2682.13,102.3,39100, Italy,IT,EU
359,360,Ivory,Schoen,"935 Gerard Fort
Port Rickiemouth, AZ 93742-1091",19,1,2,6.0,'Poodle',Gladyce,9,7,2348.91,120.9,93742, Estonia,EE,EU
360,361,Gregoria,Bayer,"5049 Bergnaum Via Apt. 281
South Aileenview, SC 94263-9494",55,2,2,7.5,'Bulldog',Isidro,3,9,2355.69,85.8,94263, Estonia,EE,EU
361,362,Darrell,Champlin,"3817 Agustina Falls Apt. 722
Madelinebury, KY 93904-9516",12,2,1,5.0,'Golden Retriever',Kirk,5,3,2354.0,53.2,93904, Philippines,PH,AS
362,363,Adriana,Herman,"5941 Sporer Manors Apt. 675
North Markusstad, CA 80800",25,1,1,8.5,'Maltese',Katlynn,4,5,2520.34,57.8,80800, France,FR,EU
363,364,Jerrod,Larson,"8622 Larry Via Apt. 475
South Lelatown, VA 59433-1769",64,2,1,6.8,'German Shepherd',Tobin,2,2,1388.66,45.5,59433, United States,US,NA
364,365,Marcelle,Quigley,"275 Cremin Gardens
Kunzestad, AL 50026-8055",61,1,2,4.0,'Bulldog',Julianne,4,4,2494.72,54.7,50026, United States,US,NA
365,366,Terrill,Daniel,"31011 Stoltenberg Groves Apt. 851
Arlenemouth, ND 30793",28,2,2,3.4,'Golden Retriever',Yoshiko,7,10,2953.68,129.4,30793, Italy,IT,EU
366,367,Libby,Bogan,"288 Rhiannon Lake
Amarihaven, WI 13936",24,2,2,8.9,'Poodle',Korey,3,4,2931.66,34.0,13936, South Korea,KR,AS
367,368,Daphnee,Bartoletti,"4232 Arnoldo River
Heidenreichshire, NH 44477-7102",86,1,2,1.5,'German Shepherd',Ana,2,5,2441.18,48.3,44477, France,FR,EU
368,369,Emerald,Murazik,"5808 Wehner Branch Apt. 624
Kuhicmouth, PA 96393-3509",34,1,2,0.4,'Shi-ba-inu',Madalyn,4,3,1417.62,54.6,96393, Philippines,PH,AS
369,370,Faye,Stracke,"012 Cummings Roads
Port Craig, HI 39797-8665",25,1,2,8.9,'Poodle',Corene,8,4,2681.01,104.1,39797, Israel,IL,AS
370,371,Royce,Grady,"6650 Ardella Falls
O'Harachester, NE 18850",38,1,2,0.9,'Maltese',Earlene,2,2,2674.41,36.1,18850, United States,US,NA
371,372,Tressa,Ebert,"988 Torp Flats
Alphonsomouth, TX 28639-3833",17,2,1,6.1,'Shi-ba-inu',Benjamin,5,3,2088.02,69.0,28639, Argentina,AR,SA
372,373,Priscilla,Brown,"89678 Hortense Station
East Jamey, UT 84664",83,2,2,4.0,'Shi-ba-inu',Aniya,4,6,3144.83,61.1,84664, United States,US,NA
373,374,Darrin,Schinner,"93883 Senger Glens Apt. 637
New Rodrick, OH 98477",46,2,2,6.1,'Maltese',Cristobal,7,4,2356.75,108.3,98477, Philippines,PH,AS
374,375,Garland,Lang,"365 Kohler Knoll Suite 182
McCulloughland, HI 75128-7063",44,1,1,7.1,'Bulldog',Samson,4,4,2126.53,114.6,75128, Lithuania,LT,EU
375,376,Jacky,Howe,"2995 Baumbach Squares Suite 385
Izaiahstad, CA 17198-2492",70,2,2,1.7,'German Shepherd',Darrion,5,7,2068.38,71.5,17198, France,FR,EU
376,377,Seamus,Bradtke,"1586 Cristina Ridge Apt. 467
Leonorton, KS 93290",57,1,2,0.5,'Poodle',Alana,8,1,1756.92,115.3,93290, France,FR,EU
377,378,Rodrigo,Lueilwitz,"3029 Rachael Rapids
North Teaganmouth, GA 93723",66,1,1,5.6,'Shi-ba-inu',Zane,6,6,2421.58,113.7,93723, United States,US,NA
378,379,Candelario,Barrows,"720 Purdy Square
McDermottmouth, NJ 29568",35,1,1,3.1,'Maltese',Taryn,3,4,2386.3,53.3,29568, United States,US,NA
379,380,Trystan,Willms,"008 Rowe Trail Suite 974
Marlonport, MN 81973",53,1,1,5.5,'Poodle',Taryn,4,3,2061.11,38.2,81973, Philippines,PH,AS
380,381,Cale,Sanford,"1831 Hudson Stravenue Apt. 497
New Libby, IN 65159",56,2,1,6.1,'Maltese',Samantha,4,6,2635.7,87.4,65159, Estonia,EE,EU
381,382,Roselyn,Walker,"51849 Rath Heights Apt. 159
Turcotteton, MD 23817-1651",83,2,1,5.6,'Golden Retriever',Johnny,5,6,3122.29,90.5,23817, Italy,IT,EU
382,383,Jaclyn,King,"515 Smitham Garden
Stokesfurt, CT 52819-1309",88,1,2,4.9,'Bulldog',Raheem,7,7,2281.07,136.2,52819, South Korea,KR,AS
383,384,Polly,Spinka,"15535 Botsford Highway
East Jaeden, ID 50886-1773",56,1,2,6.0,'Poodle',Lily,6,4,2566.91,77.8,50886, South Korea,KR,AS
384,385,Gwen,West,"48773 Christ Row Suite 601
Ethelynberg, AK 33917-4115",12,2,1,3.0,'Shi-ba-inu',Lauretta,3,5,2482.95,40.3,33917, United States,US,NA
385,386,Robbie,Mitchell,"686 Kessler Landing Apt. 768
Rylanstad, LA 24087",87,1,1,3.8,'Golden Retriever',Jovani,7,3,2245.27,98.6,24087, United States,US,NA
386,387,Tabitha,Harber,"1301 Estell Overpass
West Jabari, FL 02086",67,2,1,9.0,'Poodle',Citlalli,3,2,3401.55,34.5,02086, Poland,PL,EU
387,388,Kailyn,VonRueden,"635 O'Conner Burg Apt. 505
Jakeview, MA 51260",60,2,1,9.4,'Bulldog',Nathaniel,2,9,2603.29,43.9,51260, Lithuania,LT,EU
388,389,Milford,O'Kon,"2087 Bradtke Unions
New Ryderbury, FL 41173",50,2,2,4.7,'Golden Retriever',Gino,4,2,2795.56,52.8,41173, United States,US,NA
389,390,Cruz,Nolan,"722 Bailey Pass Suite 173
Johnstonmouth, ND 74428-0348",77,1,2,3.8,'Bulldog',Gracie,1,3,2159.32,28.4,74428, United States,US,NA
390,391,Pete,Grimes,"2295 Greenfelder Gateway
Muellerbury, AK 45716-0191",74,1,2,0.9,'Golden Retriever',Kaitlyn,6,2,2335.85,112.5,45716, United States,US,NA
391,392,Gwendolyn,Cartwright,"806 Frami Lodge Apt. 555
Port Harmonchester, KS 77131",70,1,1,5.9,'Bulldog',Harold,8,1,2722.88,172.6,77131, France,FR,EU
392,393,Raphaelle,Schimmel,"049 Mraz Inlet Suite 015
Marvinfort, OR 72007",46,2,2,6.7,'Maltese',Jackie,6,8,2467.06,90.4,72007, United States,US,NA
393,394,Dora,Lubowitz,"27156 Schoen Pass Apt. 522
Waelchiton, KY 27230",28,2,2,1.2,'German Shepherd',Murray,4,3,2343.2,66.7,27230, Spain,ES,EU
394,395,Dayne,Price,"88198 Fadel Plains Apt. 029
North Clemensville, NE 49043",64,2,1,2.5,'Poodle',Brenda,5,6,2438.55,41.7,49043, Ukraine,UA,EU
395,396,Afton,Roob,"00317 Beverly Locks
Vickymouth, DE 64980",23,1,1,9.7,'Poodle',Shayna,4,5,2460.88,73.3,64980, Poland,PL,EU
396,397,Kenneth,Kuphal,"1168 Skyla Overpass
Alexandrebury, SC 80170-0840",35,2,2,0.8,'Shi-ba-inu',Raquel,10,7,2597.02,179.6,80170, France,FR,EU
397,398,Estella,Bosco,"990 Verda Estates
New Aniya, TN 63474-0519",29,1,1,1.5,'Poodle',Mariano,4,7,3217.01,33.2,63474, United States,US,NA
398,399,Kory,Grady,"19516 Douglas Dale
New Michelleview, NE 21980-2347",33,1,2,7.2,'Poodle',Philip,2,3,2878.45,42.0,21980, Mexico,MX,NA
399,400,Maverick,Rau,"4365 Beahan Shores Suite 431
Amarafurt, CO 97950-9004",19,2,1,5.7,'Maltese',Coty,4,6,2343.93,82.2,97950, Germany,DE,EU
400,401,Howard,Doyle,"83750 Myrl Ridges Suite 506
Gustborough, WV 21790-2869",85,1,1,7.5,'Poodle',Genevieve,2,7,1982.02,40.9,21790, United States,US,NA
401,402,Kale,Hauck,"013 Cody Route Apt. 867
North Jalon, SD 62257-0872",31,2,2,5.2,'Poodle',Dina,5,2,3220.02,75.8,62257, South Korea,KR,AS
402,403,Berniece,Bradtke,"840 Ashleigh Cape Apt. 584
South Cassidyland, NE 47843-4506",62,2,1,6.5,'Shi-ba-inu',Jennie,9,6,2140.81,138.4,47843, Italy,IT,EU
403,404,Susan,Roob,"871 Domingo Summit Suite 091
New Garett, VT 41543",24,1,2,4.5,'Maltese',Bette,6,3,2579.91,126.7,41543, South Korea,KR,AS
404,405,Cecile,Von,"320 Murphy Ramp
New Hermanville, KY 65449-2178",70,1,2,9.1,'Poodle',Hayden,5,3,2076.62,106.3,65449, United States,US,NA
405,406,Adrienne,Hettinger,"7739 Everardo Landing
Chesleyfurt, WY 28029",37,1,2,4.3,'Golden Retriever',Ally,3,4,2732.46,50.9,28029, Spain,ES,EU
406,407,Clementina,Bradtke,"1152 Queen Mountain
Port Rossie, UT 11228",48,2,2,3.9,'Bulldog',Craig,6,6,2151.83,52.1,11228, United States,US,NA
407,408,Amari,Goodwin,"5891 Efrain Islands Suite 068
East Vena, HI 68289",24,1,2,1.0,'Poodle',Yvonne,4,11,3071.0,49.1,68289, Brazil,BR,SA
409,410,Jimmy,Walter,"396 Pouros Manor Apt. 752
North Tyson, AK 02507-4513",39,1,2,3.2,'Shi-ba-inu',Lenore,7,4,2659.39,116.6,02507, United States,US,NA
410,411,Rosalee,Barton,"58788 Willy Plains
South Bill, MN 24008-0556",48,2,2,3.6,'German Shepherd',Lisandro,5,4,1409.27,50.0,24008, Spain,ES,EU
411,412,Orville,Breitenberg,"7846 Crooks Ports
Bartonton, CT 02159",33,1,2,1.5,'Bulldog',Nona,3,9,2472.77,51.1,02159, Ukraine,UA,EU
412,413,Taylor,Thompson,"80227 Denesik Centers
Shanyville, WY 95359",36,1,2,3.3,'Shi-ba-inu',Wava,5,4,2374.92,19.0,95359, Germany,DE,EU
413,414,Janiya,Dickinson,"72486 Murphy River
Lake Esmeralda, VA 05164-5711",23,2,1,4.9,'Poodle',Lela,6,4,2677.8,94.5,05164, Spain,ES,EU
414,415,Amos,Johnston,"113 Weber Mountains
South Dannie, TX 35583-4333",59,1,1,5.2,'Golden Retriever',Raphael,11,4,2702.75,171.5,35583, Germany,DE,EU
415,416,Abbigail,Kemmer,"366 Eldora Ville
North Selinaville, ME 45311",40,1,2,3.4,'Golden Retriever',Jimmy,3,9,2566.77,37.3,45311, Lithuania,LT,EU
416,417,Sadye,Cruickshank,"0938 White Manors Apt. 772
Ricebury, NV 49669",25,2,2,4.0,'German Shepherd',Dortha,9,8,2372.36,192.8,49669, Argentina,AR,SA
417,418,Carissa,Strosin,"4857 Turcotte Glens
Connport, CA 66130-5177",59,2,2,2.4,'Poodle',Amira,3,4,2874.08,52.4,66130, France,FR,EU
418,419,Hank,Fadel,"01356 Daniel Key Apt. 655
Strosinside, WI 66244-4809",38,2,2,0.2,'Poodle',Leonard,4,3,2579.21,71.9,66244, Estonia,EE,EU
419,420,Jazmyne,Wilkinson,"576 Elenor Lakes
Luellatown, FL 61841-6474",52,2,2,7.6,'Shi-ba-inu',Juvenal,7,6,2580.89,44.2,61841, United States,US,NA
420,421,Avis,Gerlach,"84785 Enos Drives Apt. 640
Niaview, MS 97386",57,2,1,4.6,'Golden Retriever',Oleta,2,4,2366.32,36.3,97386, United States,US,NA
421,422,Lamar,Stehr,"656 Hayes Point
Arvidside, HI 42755-9813",69,2,2,4.7,'Poodle',Hector,5,5,2686.42,63.8,42755, Taiwan,TW,AS
422,423,Nicolas,Wunsch,"853 Cummerata Mills
Winstonberg, MA 74052",54,1,2,0.5,'Golden Retriever',Lori,3,5,2250.18,55.3,74052, United States,US,NA
423,424,Arnold,Stehr,"98374 Joy Valley Suite 476
New Ethelynburgh, OR 61033-4550",26,1,1,6.3,'Bulldog',Marvin,2,5,1999.51,40.2,61033, Ukraine,UA,EU
424,425,Dario,Rosenbaum,"9300 Jessica Club
Lake Garth, HI 54899",35,1,1,9.1,'Bulldog',Ellen,5,3,2615.06,60.9,54899, Canada,CA,NA
425,426,Abigayle,Hoeger,"60711 Ankunding Meadows Apt. 343
Lindgrenview, LA 10251",34,2,2,3.0,'Golden Retriever',Hunter,7,7,2406.21,128.1,10251, Croatia,HR,EU
426,427,Sallie,Kilback,"018 Lucius Vista Apt. 924
West Zoeborough, WY 35009",83,1,2,6.7,'Poodle',Suzanne,3,3,2253.79,48.8,35009, Spain,ES,EU
427,428,Luna,Russel,"6223 Powlowski Mill Apt. 339
Port Tellyberg, SC 73471-1723",28,1,2,0.0,'Bulldog',Bruce,4,5,2480.56,136.7,73471, Lithuania,LT,EU
428,429,Elliott,Wilderman,"7877 Nasir Center
South Ubaldoside, NY 74389",17,1,1,7.2,'German Shepherd',Misty,7,5,2376.61,130.0,74389, Germany,DE,EU
429,430,Alycia,O'Keefe,"5571 Conroy Manor Suite 197
Sophiaton, NY 63476-7665",38,2,1,2.1,'Shi-ba-inu',Jermaine,6,4,3277.21,83.3,63476, Taiwan,TW,AS
430,431,Joelle,Veum,"81657 Leannon Lights
New Weston, VT 55856",12,2,1,2.5,'Bulldog',Crawford,7,4,2579.78,150.7,55856, United Kingdom,GB,EU
431,432,Bartholome,Price,"5475 Brakus Way Apt. 688
South Lorenzburgh, IN 14325-2121",57,2,2,5.8,'Maltese',Blake,4,6,2023.35,87.8,14325, South Korea,KR,AS
432,433,Morris,Stroman,"609 Stanley Glen
O'Haramouth, MO 22271-5489",66,1,2,9.0,'German Shepherd',Prudence,3,7,2994.86,59.4,22271, Ukraine,UA,EU
433,434,Winifred,Daugherty,"63831 Blick Wells
Hyattshire, OR 01818",25,2,2,6.5,'Shi-ba-inu',Brandt,3,2,2283.0,42.0,01818, Czechia,CZ,EU
434,435,Ron,Schumm,"84279 Tressie Causeway Suite 214
West Havenshire, HI 66322-7622",62,1,1,1.1,'Shi-ba-inu',Eloise,5,4,2494.63,82.6,66322, Ukraine,UA,EU
435,436,Hanna,Parker,"7264 Heller Knolls Apt. 183
Georgemouth, RI 74962-6052",67,1,2,9.5,'Poodle',Fabiola,6,5,2827.08,126.1,74962, United States,US,NA
436,437,Domingo,Macejkovic,"141 Mertie Branch
New Ulices, VA 25347-8202",44,1,1,0.5,'Maltese',Aurelio,5,6,2156.87,101.9,25347, United States,US,NA
437,438,Makenna,Barrows,"140 Meredith Track Apt. 091
Trompborough, NV 60986-9858",78,2,1,9.7,'Maltese',Elenor,6,6,2820.7,83.8,60986, Canada,CA,NA
438,439,Chelsea,Reichel,"51934 Bahringer Freeway
Ivahchester, NE 27211-3816",88,1,1,7.3,'Maltese',Eve,6,5,2522.46,122.2,27211, Germany,DE,EU
439,440,Josephine,Lubowitz,"267 Altenwerth Station
West Johan, TX 39034-0432",89,2,1,5.6,'Shi-ba-inu',Karl,2,6,2546.24,44.7,39034, Italy,IT,EU
440,441,Cindy,Prosacco,"9954 Welch Branch
Jodiefort, DC 63835",44,2,1,9.6,'Poodle',Cruz,6,6,2446.28,85.8,63835, Italy,IT,EU
441,442,Lillie,Kirlin,"38200 Kian Curve
West Mose, AR 60563-3118",26,2,2,2.8,'Shi-ba-inu',Johnathon,2,9,2869.8,34.0,60563, United States,US,NA
442,443,Felton,Feest,"00523 Mraz Rapids Suite 389
Aliside, MN 95265-4933",79,1,2,3.6,'Maltese',Abel,8,10,2540.8,154.6,95265, Philippines,PH,AS
443,444,Vickie,Wisoky,"91528 King Mountains Suite 676
North Zolafort, NM 54373-1076",63,1,2,3.4,'Maltese',Bianka,3,4,2466.58,63.7,54373, Lithuania,LT,EU
444,445,Felton,Wiza,"316 Graham Place Suite 491
East Urban, IL 74152-4007",72,1,2,1.7,'Bulldog',Abby,6,7,2519.92,98.3,74152, Ukraine,UA,EU
445,446,Elyse,Considine,"23706 Rippin Fords
Ratkeshire, TX 12872",54,1,2,8.9,'Bulldog',Marty,6,6,2735.62,64.8,12872, United States,US,NA
446,447,Stanton,Yost,"62463 Smith Passage Apt. 741
North Robynstad, AZ 45363-1227",52,2,2,5.0,'Golden Retriever',Cleta,2,7,2621.43,24.8,45363, United States,US,NA
447,448,Stewart,Bruen,"94319 Katelyn Drive Suite 934
New Millieside, OR 26671",83,2,2,2.0,'Shi-ba-inu',Roderick,9,2,2722.15,158.0,26671, United States,US,NA
448,449,Otis,Tromp,"8421 Jaclyn Drive Suite 318
Melbafurt, HI 16495",62,1,2,9.7,'Bulldog',Vivianne,4,1,2056.61,53.8,16495, South Korea,KR,AS
449,450,Lou,Russel,"6285 Stefanie Greens Suite 943
East Dejaberg, AZ 67207",47,1,1,7.6,'Golden Retriever',Reba,4,5,2672.73,47.4,67207, France,FR,EU
450,451,Hilma,Monahan,"8171 Dach River
Kassandraland, NH 66149",54,2,1,4.2,'German Shepherd',Tressa,5,4,2822.24,60.2,66149, Mexico,MX,NA
451,452,Kaylee,Herman,"59095 Torphy Street
West Madelynnshire, MT 39984-5577",29,2,2,6.9,'German Shepherd',Casimer,7,6,2716.68,154.9,39984, Israel,IL,AS
452,453,Delta,Mills,"371 Santina Estates
Ellamouth, MD 97653-4594",40,2,2,0.6,'Bulldog',Cleveland,5,6,2797.43,99.3,97653, Germany,DE,EU
453,454,Rocky,Adams,"77743 Armstrong Parkway
West Nathanielfort, UT 39966-0462",68,1,2,7.5,'Maltese',Serena,5,5,2500.18,90.3,39966, France,FR,EU
454,455,Jocelyn,Turner,"245 Deion Tunnel Suite 483
Robertsview, WA 06352",35,2,1,0.6,'Maltese',Hollie,7,6,2416.58,145.9,06352, South Korea,KR,AS
455,456,Kiara,Klein,"02712 Lilyan Rapid
Madisynmouth, SC 89672-5485",67,1,1,7.2,'Bulldog',Rebeca,5,8,2516.38,126.2,89672, Ukraine,UA,EU
456,457,Christina,Gislason,"378 Wava Station Suite 969
Lake Jewel, UT 00974-4616",39,1,2,0.1,'Bulldog',Caden,4,1,2030.23,50.3,00974, United States,US,NA
457,458,Boyd,West,"126 Leffler Inlet
New Alejandrinfurt, IL 79134",68,1,1,1.4,'Poodle',Jaleel,3,5,2499.11,64.8,79134, Italy,IT,EU
458,459,Ivy,Schinner,"296 Pete Tunnel Suite 208
South Luciemouth, OK 65812-7779",39,1,1,7.6,'Maltese',Melody,3,7,2763.83,59.2,65812, Germany,DE,EU
459,460,Rex,Marks,"7427 June Terrace
Dorcasville, SD 93083-1917",13,1,2,6.1,'Poodle',Gerard,7,3,2502.7,107.3,93083, Germany,DE,EU
460,461,Karl,Bahringer,"12406 Hand Alley Suite 195
Bartolettiton, MD 32600",38,2,1,2.1,'German Shepherd',Rosina,8,8,3146.25,173.9,32600, France,FR,EU
461,462,Ada,Stanton,"811 Breitenberg Shoals Apt. 708
Sipesberg, NY 14717",32,2,1,8.3,'Poodle',Pamela,2,3,2598.74,45.8,14717, United States,US,NA
462,463,Sister,Schaden,"94975 Wyman Mews Apt. 872
Shieldsport, OK 75426",62,1,2,0.2,'Shi-ba-inu',Celine,13,3,2701.49,254.7,75426, United States,US,NA
463,464,Darrick,Gorczany,"10097 Zulauf Grove
Faymouth, SC 81043",12,2,2,7.9,'Poodle',Baron,3,3,2222.14,35.0,81043, Italy,IT,EU
464,465,Nicola,Nikolaus,"25054 Von Path
Fostermouth, OR 10192",52,2,1,1.7,'Bulldog',Horace,7,5,3051.34,120.7,10192, Spain,ES,EU
465,466,Adele,Jones,"37846 Kylie Ford
Jodieville, MT 98415-5837",30,2,2,5.1,'Maltese',Ignatius,7,6,3068.02,110.8,98415, Ukraine,UA,EU
466,467,Henri,Wintheiser,"279 Alda Mission Apt. 656
North Maxwellshire, IL 03238",40,2,1,9.5,'Maltese',Neha,1,7,2149.4,9.6,03238, United States,US,NA
467,468,Joana,Vandervort,"554 Ferry Shoals
McLaughlinborough, VA 14407",32,1,2,0.4,'Golden Retriever',Deborah,4,5,1890.1,44.0,14407, Poland,PL,EU
468,469,Anabel,Kirlin,"17118 Noble Garden Suite 592
Murazikland, CT 36676",73,1,1,4.0,'Shi-ba-inu',Lelia,7,3,2329.27,148.4,36676, South Korea,KR,AS
469,470,Lea,Howe,"3394 Koss Shore
East Francesborough, CA 85684-5746",47,2,1,7.4,'Poodle',Jany,4,2,3251.88,49.1,85684, Poland,PL,EU
470,471,Sincere,Fisher,"4809 Reinger Walk
East Elizaview, DC 62202-3377",77,1,1,7.2,'Maltese',Kieran,7,2,2282.34,94.8,62202, France,FR,EU
471,472,Keshaun,Leffler,"9697 Wyman Highway Suite 816
Port Royce, NH 74902-8007",54,1,2,4.8,'German Shepherd',Meggie,7,4,2128.58,186.1,74902, United States,US,NA
472,473,Minerva,Tromp,"062 Walsh River Suite 983
North Emelymouth, MA 45677",55,2,2,2.9,'Poodle',Odell,5,6,2213.83,92.0,45677, United States,US,NA
473,474,Shannon,Skiles,"45827 Langosh Isle Apt. 751
Lake Larissaville, CT 23004",36,2,2,8.1,'Bulldog',Kiara,8,3,2412.18,150.3,23004, United States,US,NA
474,475,Mario,McKenzie,"132 Lila Orchard
New Jettie, GA 33463-1026",60,1,1,7.0,'Shi-ba-inu',Brock,3,4,1765.86,45.0,33463, Taiwan,TW,AS
